track_name,artists,track_genre,energy,valence
Under The Influence,Chris Brown,pop,0.69,0.31
Starboy,The Weeknd;Daft Punk,pop,0.587,0.486
Akhiyaan,Mitraz,pop,0.618,0.0683
Jhoom - R&B Mix,Ali Zafar,pop,0.4,0.617
Na Ja,Pav Dharia,pop,0.649,0.824
MIDDLE OF THE NIGHT,Elley Duhé,pop,0.611,0.0899
Night Changes,One Direction,pop,0.52,0.37
Dandelions,Ruth B.,pop,0.692,0.454
Peaches,Diljit Dosanjh,pop,0.478,0.341
"Galliyan Returns (From ""Ek Villain Returns"")",Ankit Tiwari;Manoj Muntashir,pop,0.612,0.241
"Maiyya Mainu (From ""Jersey"")",Sachet-Parampara;Sachet Tandon,pop,0.739,0.224
Bijlee Bijlee,Harrdy Sandhu,pop,0.67,0.643
Perfect,Ed Sheeran,pop,0.448,0.168
Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,pop,0.592,0.719
Lemonade,Diljit Dosanjh,pop,0.744,0.783
Pehla Pyaar,Armaan Malik;Vishal Mishra,pop,0.713,0.611
Let Me Down Slowly,Alec Benjamin,pop,0.557,0.483
Shape of You,Ed Sheeran,pop,0.652,0.931
Fitoor,Mithoon;Arijit Singh;Neeti Mohan;Karan Malhotra,pop,0.481,0.212
Channa Ve,Akhil Sachdeva;Mansheel Gujral,pop,0.696,0.606
Kali Kali Zulfon Ke (Lo-Fi),Madhur Sharma,pop,0.491,0.106
"Thenmozhi (From ""Thiruchitrambalam"")",Santhosh Narayanan;Anirudh Ravichander,pop,0.532,0.859
Atak Gaya - Arijit Singh,Arijit Singh;Rupali Moghe,pop,0.366,0.508
"Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,pop,0.63,0.512
Unstoppable,Sia,pop,0.779,0.26
"Mayakkama Kalakkama (From ""Thiruchitrambalam"")",Dhanush;Anirudh Ravichander,pop,0.536,0.877
"Ranjha (From ""Shershaah"")",Jasleen Royal;B Praak;Romy;Anvita Dutt,pop,0.573,0.236
"Adiye - From ""Bachelor""",Dhibu Ninan Thomas;Kapil Kapilan,pop,0.454,0.548
Shut Down,BLACKPINK,pop,0.657,0.651
"Dil Ko Karaar Aaya (From ""Sukoon"")",Yasser Desai;Neha Kakkar;Rajat Nagpal,pop,0.448,0.388
"Megham Karukatha (From ""Thiruchitrambalam"")",Dhanush;Anirudh Ravichander,pop,0.614,0.743
"Thaai Kelavi (From ""Thiruchitrambalam"")",Dhanush;Anirudh Ravichander,pop,0.92,0.494
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",A.R. Rahman;A. R. Reihana;Bamba Bakya,pop,0.637,0.56
"Inthandham (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;S.P. Charan,pop,0.37,0.662
Mallipoo,A.R. Rahman;Madhushree,pop,0.654,0.762
Until I Found You,Stephen Sanchez,pop,0.508,0.227
Unholy (feat. Kim Petras),Sam Smith;Kim Petras,pop,0.472,0.238
As It Was,Harry Styles,pop,0.731,0.662
lovely (with Khalid),Billie Eilish;Khalid,pop,0.296,0.12
Infinity,Jaymes Young,pop,0.673,0.494
Dandelions - slowed + reverb,Ruth B.;slater,pop,0.715,0.258
Let Me Love You,DJ Snake;Justin Bieber,pop,0.716,0.163
Jo Tu Na Mila,Asim Azhar,pop,0.507,0.218
Tu Jaane Na,Atif Aslam;Pritam,pop,0.86,0.829
Hawa Banke,Darshan Raval,pop,0.598,0.5
Jeena Jeena,Atif Aslam,pop,0.344,0.548
Attention,Charlie Puth,pop,0.613,0.797
Agar Tum Saath Ho,Alka Yagnik;Arijit Singh,pop,0.519,0.415
Chand Sifarish,Jatin-Lalit;Shaan;Kailash Kher;Prasoon Joshi,pop,0.665,0.861
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth;Selena Gomez,pop,0.563,0.352
Makhna,Tanishk Bagchi;Yasser Desai;Asees Kaur,pop,0.704,0.426
The Hills,The Weeknd,pop,0.551,0.125
Kali Kali Zulfon Ke,Madhur Sharma,pop,0.495,0.433
"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali;Devi Sri Prasad,pop,0.603,0.743
Tera Hone Laga Hoon,Atif Aslam;Alisha Chinai;Pritam,pop,0.771,0.539
Thoda Thoda Pyaar,Stebin Ben;Nilesh Ahuja;Kumaar,pop,0.527,0.144
Aziyat 2.0 - Reprise Version,Pratsofficial,pop,0.28,0.299
"Mere Yaaraa (From ""Sooryavanshi"")",Arijit Singh;Neeti Mohan;Rashmi Virag,pop,0.539,0.486
Meri Jaan,Neeti Mohan;Sanjay Leela Bhansali,pop,0.432,0.693
Tera Ban Jaunga,Akhil Sachdeva;Tulsi Kumar,pop,0.53,0.397
O'Meri Laila,Atif Aslam;Jyotica Tangri,pop,0.812,0.758
Pink Venom,BLACKPINK,pop,0.719,0.69
You Belong With Me (Taylor’s Version),Taylor Swift,pop,0.773,0.474
Lover,Taylor Swift,pop,0.543,0.453
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak Kohli;Arijit Singh;Neha Kakkar,pop,0.382,0.499
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana;Tanishk-Vayu,pop,0.638,0.813
willow,Taylor Swift,pop,0.579,0.549
Chola Chola,Sathyaprakash;VM Mahalingam;Nakul Abhyankar,pop,0.655,0.749
cardigan,Taylor Swift,pop,0.58,0.534
"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,pop,0.425,0.72
"Kanja Poovu Kannala (From ""Viruman"")",Yuvan Shankar Raja;Sid Sriram,pop,0.692,0.52
Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,0.806,0.802
I Was Never There,The Weeknd;Gesaffelstein,pop,0.737,0.155
Glimpse of Us,Joji,pop,0.317,0.268
MONEY,LISA,pop,0.553,0.4
Jaan 'Nisaar (Arijit),Arijit Singh,pop,0.392,0.257
After Hours,The Weeknd,pop,0.567,0.138
Out of Time,The Weeknd,pop,0.763,0.809
No Lie,Sean Paul;Dua Lipa,pop,0.882,0.463
Lover,Diljit Dosanjh,pop,0.587,0.774
Pal,Javed-Mohsin;Arijit Singh;Shreya Ghoshal,pop,0.502,0.321
Khuda Jaane,Vishal-Shekhar;KK;Shilpa Rao,pop,0.632,0.716
Kaise Hua,Vishal Mishra,pop,0.467,0.162
Ghost,Justin Bieber,pop,0.741,0.441
Manjha,Vishal Mishra,pop,0.515,0.368
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh;Mithoon,pop,0.396,0.306
OG,Prem Dhillon,pop,0.625,0.517
Levitating,Dua Lipa,pop,0.884,0.914
Parshawan,Harnoor,pop,0.44,0.43
I Feel It Coming,The Weeknd;Daft Punk,pop,0.82,0.555
Tu / You,Armaan Malik,pop,0.471,0.426
Take My Breath - Single Version,The Weeknd,pop,0.739,0.523
Asal Mein,Darshan Raval,pop,0.551,0.329
"Rait Zara Si (From ""Atrangi Re"")",A.R. Rahman;Arijit Singh;Shashaa Tirupati,pop,0.495,0.244
Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,pop,0.795,0.796
Blank Space,Taylor Swift,pop,0.703,0.57
Barbaadiyan,Sachet Tandon;Nikhita Gandhi;Madhubanti Bagchi;Sachin-Jigar,pop,0.57,0.567
Gulabi Aankhen,Sanam,pop,0.647,0.44
Humnava Mere,Jubin Nautiyal;Rocky - Shiv,pop,0.553,0.364
Bad Decisions (with BTS & Snoop Dogg),benny blanco;BTS;Snoop Dogg,pop,0.861,0.955
Namo Namo,Amit Trivedi,pop,0.711,0.33
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,pop,0.464,0.15
Nah They Can’t,Prem Dhillon,pop,0.623,0.266
Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),ShaSings;Xtreeemit,pop,0.371,0.496
Param Sundari,A.R. Rahman;Shreya Ghoshal,pop,0.761,0.82
"Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;S.P. Charan;Ramya Behra,pop,0.425,0.548
Call Out My Name,The Weeknd,pop,0.593,0.175
Ik Lamha,Azaan Sami Khan,pop,0.557,0.333
O Re Piya,Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,pop,0.532,0.494
Strawberries & Cigarettes,Troye Sivan,pop,0.537,0.25
Tum Hi Ho,Arijit Singh,pop,0.449,0.317
Woman,Doja Cat,pop,0.764,0.881
positions,Ariana Grande,pop,0.802,0.682
Dildaara (Stand By Me),Shafqat Amanat Ali,pop,0.779,0.761
Watermelon Sugar,Harry Styles,pop,0.816,0.557
Qaafirana,Arijit Singh;Nikhita Gandhi,pop,0.433,0.207
Hasi - Male Version,Ami Mishra,pop,0.581,0.231
Enna Sona,A.R. Rahman;Arijit Singh,pop,0.416,0.381
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN;Sia,pop,0.437,0.0951
"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,pop,0.727,0.864
Pehli Dafa,Atif Aslam;Shiraz Uppal,pop,0.537,0.481
Señorita,Shawn Mendes;Camila Cabello,pop,0.54,0.75
O Saathi,Atif Aslam;Arko,pop,0.496,0.453
Soch Na Sake,Amaal Mallik;Arijit Singh;Tulsi Kumar,pop,0.667,0.516
"Najaa (From ""Sooryavanshi"")",Tanishk Bagchi;Pav Dharia;Nikhita Gandhi,pop,0.727,0.697
Sun Saathiya,Priya Saraiya;Divya Kumar,pop,0.668,0.263
Ainak,Gulab Sidhu;Sukh Lotey,pop,0.682,0.605
I Ain't Worried,OneRepublic,pop,0.797,0.825
Baarishon Mein,Darshan Raval,pop,0.34,0.314
Jashn-E-Bahaaraa,A.R. Rahman;Javed Ali,pop,0.343,0.488
"Kusu Kusu (From ""Satyameva Jayate 2"")",Tanishk Bagchi;Zahrah S Khan;Dev Negi,pop,0.911,0.78
Ishq Wala Love,Vishal-Shekhar;Salim Merchant;Neeti Mohan;Shekhar Ravjiani,pop,0.295,0.694
Nazm Nazm,Arko,pop,0.627,0.557
The Nights,Avicii,pop,0.835,0.654
"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",Shaarib Toshi;Arijit Singh,pop,0.551,0.415
Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,Darshan Raval;Rochak Kohli;R. D. Burman,pop,0.603,0.431
Raataan Lambiyan,Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,pop,0.628,0.514
"Iktara (From ""Wake Up Sid"")",Amit Trivedi;Kavita Seth;Amitabh Bhattacharya,pop,0.525,0.427
There's Nothing Holdin' Me Back,Shawn Mendes,pop,0.813,0.969
Run BTS,BTS,pop,0.818,0.696
Veera Soora,Yuvan Shankar Raja,pop,0.723,0.363
26 Blvd,Prem Dhillon,pop,0.799,0.558
"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik;Arijit Singh,pop,0.519,0.415
Ratchasa Maamaney,Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,pop,0.786,0.434
Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,pop,0.733,0.375
Save Your Tears,The Weeknd,pop,0.826,0.644
Junoon,Mitraz,pop,0.593,0.211
Zaalima,Arijit Singh;Harshdeep Kaur,pop,0.898,0.648
Chauffeur,Diljit Dosanjh;Tory Lanez;Ikky,pop,0.767,0.54
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;Giveon,pop,0.696,0.464
I Like Me Better,Lauv,pop,0.505,0.419
Hymn for the Weekend,Coldplay,pop,0.693,0.412
I'm Good (Blue),David Guetta;Bebe Rexha,pop,0.965,0.304
Baby,Justin Bieber;Ludacris,pop,0.859,0.535
Into Your Arms (feat. Ava Max),Witt Lowry;Ava Max,pop,0.788,0.228
2step,Ed Sheeran;Lil Baby,pop,0.643,0.477
"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev;Jubin Nautiyal,pop,0.401,0.345
Born to Shine,Diljit Dosanjh,pop,0.826,0.674
What Makes You Beautiful,One Direction,pop,0.787,0.888
"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,pop,0.467,0.193
Pal Pal Dil Ke Paas- Title Track,Arijit Singh;Parampara Tandon,pop,0.512,0.39
Dynamite,BTS,pop,0.765,0.737
Hamari Adhuri Kahani (Title Track),Jeet Gannguli;Arijit Singh,pop,0.359,0.193
Jug Jug Jeeve,Sachet Tandon;Parampara Tandon;Sachin-Jigar,pop,0.632,0.699
Typa Girl,BLACKPINK,pop,0.585,0.519
Merry Christmas,Ed Sheeran;Elton John,pop,0.935,0.602
Autumn Leaves,Ed Sheeran,pop,0.257,0.431
"Tum Tum (From ""Enemy - Tamil"")",Thaman S;Srivardhini;Aditi Bhavaraju;Satya Yamini;Roshini JKV;Tejaswini,pop,0.761,0.912
Shivers,Ed Sheeran,pop,0.859,0.822
"Thallipogathey Female Cover Version (From ""Acham Enbadhu Madamayada"")",A.R. Rahman;Rama Priya Yegasivanathan,pop,0.272,0.0927
How Would You Feel (Paean),Ed Sheeran,pop,0.439,0.242
Visiting Hours,Ed Sheeran,pop,0.396,0.263
Overpass Graffiti,Ed Sheeran,pop,0.849,0.774
Castle On the Hill - Throttle Remix,Ed Sheeran;Throttle,pop,0.86,0.203
Bad Habits - Joel Corry Remix,Ed Sheeran;Joel Corry,pop,0.935,0.8
Kalaavathi,Thaman S;Sid Sriram,pop,0.574,0.446
"Meri Jaan Meri Jaan (From ""Bachchhan Paandey"")",B Praak,pop,0.692,0.242
The Joker and the Queen,Ed Sheeran,pop,0.211,0.289
Levitating (feat. DaBaby),Dua Lipa;DaBaby,pop,0.825,0.915
Main Rahoon Ya Na Rahoon,Amaal Mallik;Armaan Malik;Rashmi Virag,pop,0.488,0.301
Mere Humsafar (Original Score) [Female Version],Yashal Shahid,pop,0.444,0.386
Kya Baat Ay,Harrdy Sandhu,pop,0.592,0.652
Jugni,Diljit Dosanjh;Diamond Platnumz,pop,0.896,0.65
Jaan Ban Gaye,Mithoon;Vishal Mishra;Asees Kaur,pop,0.419,0.292
Wolves,Selena Gomez;Marshmello,pop,0.804,0.306
Treat You Better,Shawn Mendes,pop,0.819,0.747
"Tip Tip (From ""Sooryavanshi"")",Tanishk Bagchi;Udit Narayan;Alka Yagnik,pop,0.929,0.477
Kho Gaye Hum Kahan,Jasleen Royal;Prateek Kuhad,pop,0.227,0.38
"The Punjaabban Song (From ""Jugjugg Jeeyo"")",Tanishk Bagchi;Gippy Grewal;Zahrah S Khan;Romy;Abrar Ul Haq,pop,0.964,0.613
Memories,Maroon 5,pop,0.327,0.595
Pta Mainu,Harvi,pop,0.825,0.631
Intentions,Justin Bieber;Quavo,pop,0.554,0.86
We’re In This Together,Justin Bieber,pop,0.644,0.624
Mistletoe,Justin Bieber,pop,0.668,0.823
Unstable,Justin Bieber;The Kid LAROI,pop,0.333,0.37
"Adheeraa (From ""Cobra"")",A.R. Rahman;Vagu Mazan;Thoughtsfornow,pop,0.859,0.562
Loved By You,Justin Bieber;Burna Boy,pop,0.724,0.642
Rockin' Around The Christmas Tree,Justin Bieber,pop,0.642,0.828
The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber;Usher,pop,0.426,0.152
Christmas Eve,Justin Bieber,pop,0.57,0.336
Friends,Justin Bieber;BloodPop®,pop,0.735,0.631
Santa Claus Is Coming To Town,Justin Bieber,pop,0.836,0.814
Drummer Boy,Justin Bieber;Busta Rhymes,pop,0.85,0.491
7 rings,Ariana Grande,pop,0.317,0.327
Chammak Challo,Akon;Hamsika Iyer,pop,0.879,0.936
Phir Bhi Tumko Chaahunga,Mithoon;Arijit Singh;Shashaa Tirupati,pop,0.525,0.257
"Shaamat (From ""Ek Villain Returns"")",Ankit Tiwari;Tara Sutaria,pop,0.628,0.514
Jawani,Arjan Dhillon,pop,0.69,0.429
Gulabi - Lofi,Shreya Ghoshal;Vishal Mishra,pop,0.682,0.0942
Naina Da Kya Kasoor,Amit Trivedi,pop,0.659,0.547
Vaaste,Dhvani Bhanushali;Nikhil D'Souza;Tanishk Bagchi,pop,0.479,0.315
Hold On,Justin Bieber,pop,0.634,0.29
Come Around Me,Justin Bieber,pop,0.681,0.766
Fa La La,Justin Bieber;Boyz II Men,pop,0.679,0.42
Teri Hogaiyaan,Vishal Mishra,pop,0.43,0.51
All Around Me,Justin Bieber,pop,0.438,0.694
One Time,Justin Bieber,pop,0.856,0.74
Yummy,Justin Bieber,pop,0.506,0.497
Sorry,Justin Bieber,pop,0.748,0.438
Only Thing I Ever Get For Christmas,Justin Bieber,pop,0.63,0.321
All Around The World,Justin Bieber;Ludacris,pop,0.816,0.798
Harleys In Hawaii,Katy Perry,pop,0.757,0.721
Ajab Si,KK,pop,0.438,0.58
Bad Habits,Ed Sheeran,pop,0.893,0.537
Pehli Nazar Mein,Atif Aslam;Pritam,pop,0.57,0.668
Old Skool,Prem Dhillon;Sidhu Moose Wala,pop,0.601,0.905
Tujhe Kitna Chahne Lage,Arijit Singh,pop,0.397,0.303
Kun Faya Kun,A.R. Rahman;Javed Ali;Mohit Chauhan,pop,0.378,0.575
Nashe Si Chadh Gayi,Vishal-Shekhar;Arijit Singh;Jaideep Sahni,pop,0.784,0.26
Steal My Girl,One Direction,pop,0.768,0.545
Main Dhoondne Ko Zamaane Mein,Arijit Singh,pop,0.45,0.284
Daru Badnaam,Param Singh;Kamal Kahlon;Pratik Studio,pop,0.676,0.845
Pani Da Rang - Male Vocals,Ayushmann Khurrana,pop,0.618,0.454
Tujh Mein Rab Dikhta Hai,Roop Kumar Rathod,pop,0.604,0.75
Mitti De Tibbe,Kaka,pop,0.853,0.794
Tauba (feat. Badshah),Payal Dev;Badshah,pop,0.56,0.684
Plug Talk,Navaan Sandhu,pop,0.815,0.474
Raanjhanaa,A.R. Rahman;Jaswinder Singh;Shiraz Uppal,pop,0.714,0.78
Cheap Thrills,Sia,pop,0.698,0.732
"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")",Rochak Kohli;Jubin Nautiyal;Neeti Mohan,pop,0.86,0.585
"Chogada (From ""Loveyatri"")",Darshan Raval;Asees Kaur;Lijo George-Dj Chetas,pop,0.972,0.595
Tere Sang Yaara,Atif Aslam,pop,0.551,0.556
Yaari,Nikk;Avneet Kaur,pop,0.557,0.395
Chitta,Manan Bhardwaj,pop,0.494,0.496
Yet To Come,BTS,pop,0.885,0.683
"Kurumugil (From ""Sita Ramam (Tamil)"")",Vishal Chandrashekhar;Sai Vignesh,pop,0.343,0.578
Munbe Vaa,Naresh Iyer;Shreya Ghoshal,pop,0.758,0.788
Ennodu Nee Irundhaal,A.R. Rahman;Sid Sriram;Sunitha Sarathy,pop,0.603,0.207
"Kadhaippoma (From ""Oh My Kadavule"")",Leon James;Sid Sriram,pop,0.577,0.157
"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",Darbuka Siva;Sid Sriram,pop,0.521,0.355
Enkeyoo Partha,Yuvan Shankar Raja;Udit Narayan,pop,0.446,0.654
Vaseegara,Bombay Jayashri,pop,0.293,0.637
"Ra Ra Rakkamma (From ""Vikrant Rona"")",Nakash Aziz;Mangli;B. Ajaneesh Loknath,pop,0.962,0.359
"Chola Chola (From ""Ponniyin Selvan Part -1"")",A.R. Rahman;Sathyaprakash;VM Mahalingam;Nakul Abhyankar,pop,0.651,0.714
Devaralan Aattam,A.R. Rahman;Yogi Sekar,pop,0.707,0.441
Otha Thamarai - Original Soundtrack,Bala;Nixen;Sandy Sandellow,pop,0.744,0.877
Pookkal Pookkum,G. V. Prakash;Roop Kumar Rathod;Harini;Andrea Jeremiah,pop,0.424,0.561
Firefly - Bravado Dubstep Remix,Ed Sheeran;Bravado,pop,0.664,0.491
Love Yourself,Justin Bieber,pop,0.378,0.515
A Thousand Years,Christina Perri,pop,0.407,0.161
Angel Baby,Troye Sivan,pop,0.559,0.338
drivers license,Olivia Rodrigo,pop,0.431,0.137
Mast Magan,Arijit Singh;Chinmayi,pop,0.774,0.883
GODSPEED,Tyson Sidhu,pop,0.673,0.759
Mahi Mera Dil,Arijit Singh;Tulsi Kumar;Tanishk Bagchi;Kumaar,pop,0.471,0.21
Tera Ghata,Gajendra Verma,pop,0.573,0.686
Tera Zikr,Darshan Raval,pop,0.47,0.459
"Bekhayali (From ""Kabir Singh"")",Sachet Tandon;Sachet-Parampara,pop,0.585,0.345
"Naacho Naacho (From ""Rrr"")",Vishal Mishra;Rahul Sipligunj;M. M. Keeravani,pop,0.986,0.736
Falak Tak,Vishal-Shekhar;Udit Narayan;Mahalakshmi Iyer;Kausar Munir,pop,0.697,0.62
"Aafat (From ""Liger"") - Remix By DJ Aqeel",Tanishk Bagchi;Zahrah S Khan;Dj Aqeel,pop,0.892,0.683
Baarish,Ash King;Shashaa Tirupati,pop,0.769,0.473
Ek Tarfa,Darshan Raval,pop,0.615,0.33
Someone You Loved,Lewis Capaldi,pop,0.405,0.446
Bol Na Halke Halke,Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Mahalakshmi Iyer;Gulzar,pop,0.573,0.704
Main Rang Sharbaton Ka,Atif Aslam;Chinmayi;Pritam,pop,0.631,0.697
Numb,Khan Bhaini,pop,0.6,0.625
Bad Boy (feat. Luana Kiara),Raaban;Tungevaag;Luana Kiara,pop,0.892,0.767
Mere Dil Gaaye Ja (Zooby Zooby),Tanishk Bagchi;Zahrah S Khan;Yash Narvekar;Bappi Lahiri,pop,0.902,0.618
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,pop,0.717,0.685
"Jolly O Gymkhana (From ""Beast"")",Thalapathy Vijay;Anirudh Ravichander,pop,0.653,0.776
"Kannil Kannil (From ""Sita Ramam (Malayalam)"")",Vishal Chandrashekhar;K. S. Harisankar;Sinduri Vishal,pop,0.409,0.731
Filhaal2 Mohabbat,B Praak;Akshay Kumar;Nupur Sanon;Ammy Virk,pop,0.578,0.274
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,pop,0.713,0.464
Family Affair (Dance for Me),David Guetta,pop,0.726,0.343
Shree Hanuman Chalisa,Hariharan,pop,0.885,0.831
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,pop,0.883,0.614
"Bodhai Kaname - From ""Oh Manapenne""",Vishal Chandrashekhar;Anirudh Ravichander;Shashaa Tirupati,pop,0.405,0.267
Pirai Thedum,Saindhavi;G. V. Prakash,pop,0.631,0.46
"Marakkuma Nenjam - From ""Vendhu Thanindhathu Kaadu""",A.R. Rahman;Thamarai,pop,0.394,0.326
Dangerous,David Guetta;Sam Martin,pop,0.747,0.434
Madura Veeran,Yuvan Shankar Raja;Aditi Shankar,pop,0.551,0.697
abcdefu,GAYLE,pop,0.54,0.415
Waalian,Harnoor,pop,0.335,0.266
Arcade,Duncan Laurence,pop,0.329,0.266
Falling,Trevor Daniel,pop,0.431,0.236
Backbone,Harrdy Sandhu,pop,0.828,0.483
Dhokha,Arijit Singh;Manan Bhardwaj;Khushalii Kumar,pop,0.834,0.347
Pal Behta Jaaye,Vismay Patel,pop,0.223,0.196
Mood (feat. iann dior),24kGoldn;iann dior,pop,0.716,0.732
She's The One,JERRY;Devilo,pop,0.487,0.498
Hasi - Female Version,Ami Mishra;Shreya Ghoshal,pop,0.485,0.407
Maine Royaan (Lofi Remix),Tanveer Evan;Ahmed Shakib,pop,0.468,0.0467
Levitating,Dua Lipa;DaBaby,pop,0.825,0.915
Ponni Nadhi,A.R. Rahman;A. R. Reihana;Bamba Bakya,pop,0.633,0.567
"Yaanji - From ""Vikram Vedha""",Sam C.S.;Anirudh Ravichander;Shakthisree Gopalan,pop,0.624,0.487
Befikar,Tanzeel Khan;Aashna Hegde,pop,0.502,0.407
Therefore I Am,Billie Eilish,pop,0.34,0.716
New Rules - Acoustic,Dua Lipa,pop,0.345,0.506
IDGAF,Dua Lipa;Saweetie,pop,0.59,0.595
Orasaadha - Madras Gig,Vivek - Mervin,pop,0.776,0.606
Freedom,David Guetta;CeCe Rogers,pop,0.802,0.0616
Say My Name,David Guetta;Bebe Rexha;J Balvin,pop,0.66,0.79
Physical,Dua Lipa,pop,0.844,0.746
Physical - Erika de Casier Remix,Dua Lipa;Erika de Casier,pop,0.854,0.666
New Love - Paraone Remix,Dua Lipa;Paraone,pop,0.449,0.334
Gettin' over You - Aviccii's Vocal Mix at Night,David Guetta;Chris Willis;Fergie;LMFAO,pop,0.81,0.271
Die For You,The Weeknd,pop,0.525,0.51
Woh Lamhe Woh Baatein,Atif Aslam,pop,0.822,0.405
La Ilaaj,Arijit Singh,pop,0.511,0.134
Sunn Raha Hai,Ankit Tiwari,pop,0.641,0.335
Dancing With Your Ghost,Sasha Alex Sloan,pop,0.328,0.389
Dil Diyan Gallan,Vishal-Shekhar;Julius Packiam;Atif Aslam;Irshad Kamil,pop,0.64,0.485
Tu Banke Hawa,Jubin Nautiyal,pop,0.588,0.138
Tere Jeya Hor Disda (LoFi),Madhur Sharma,pop,0.469,0.102
Somebody To You,The Vamps,pop,0.818,0.896
Manike Mage Hithe,Chamath Sangeeth;Yohani;Satheeshan,pop,0.51,0.56
Rait Zara Si,A.R. Rahman;Arijit Singh;Shashaa Tirupati,pop,0.495,0.244
Dariya,Arko,pop,0.424,0.352
Taaron Ke Shehar,Neha Kakkar;Jubin Nautiyal;Jaani,pop,0.61,0.348
Munbe Vaa,Joshua Aaron,pop,0.407,0.22
Firecracker,Vishal-Shekhar;Vishal Dadlani;Shekhar Ravjiani;Kumaar;Vayu,pop,0.63,0.64
"Ra Ra Rakkamma (From ""Vikrant Rona"")",Nakash Aziz;Sunidhi Chauhan;B. Ajaneesh Loknath,pop,0.972,0.365
How You Like That,BLACKPINK,pop,0.787,0.326
Alaikadal,A.R. Rahman;Antara Nandy,pop,0.308,0.292
Homesick,Dua Lipa,pop,0.224,0.401
bad guy,Billie Eilish,pop,0.425,0.562
Lost Cause,Billie Eilish,pop,0.336,0.518
bury a friend,Billie Eilish,pop,0.388,0.205
JAMAICA,Feid;Sech,pop,0.542,0.669
Thaar Maar Thakkar Maar,Thaman S;Shreya Ghoshal;Chiranjeevi;Salman Khan,pop,0.942,0.908
all the good girls go to hell,Billie Eilish,pop,0.446,0.57
you should see me in a crown,Billie Eilish,pop,0.534,0.284
Sunshine,David Guetta;Avicii,pop,0.8,0.21
Dangerous - David Guetta Banging Remix,David Guetta;Sam Martin,pop,0.931,0.0825
Tujhe Bhula Diya,Mohit Chauhan;Shekhar Ravjiani;Shruti Pathak,pop,0.423,0.509
Faasle,Aditya Rikhari,pop,0.324,0.493
Ve Maahi,Arijit Singh;Asees Kaur,pop,0.551,0.294
august,Taylor Swift,pop,0.623,0.403
"Coka 2.0 (From ""Liger"")",Jaani;Lijo George-Dj Chetas;Sukh-E Muzical Doctorz;Lisa Mishra,pop,0.922,0.873
Normal,Feid,pop,0.56,0.541
Life Goes On,BTS,pop,0.716,0.45
Saiyaara,Sohail Sen;Mohit Chauhan;Taraannum Mallik;Kausar Munir,pop,0.665,0.692
Jogi,Yasser Desai;Aakanksha Sharma,pop,0.562,0.607
Ferxxo 100,Feid,pop,0.562,0.569
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas;Garry Sandhu;Tanishk Bagchi;Intense,pop,0.919,0.494
Ole Melody,Haricharan;Benny Dayal;Salim Kumar;Vishnu Vijay,pop,0.452,0.833
Feliz Cumpleaños Ferxxo,Feid,pop,0.573,0.563
Ron - Remix,Feid;Dalex,pop,0.685,0.925
